year,iso3c,smod,pop_WPP2022,country
1950,SRB,Urban centre,0.8635836861728656,Serbia
1950,SRB,Rural grid cells,2.780837517386937,Serbia
1950,SRB,Urban cluster,2.336043796440197,Serbia
1955,SRB,Urban centre,1.0194043704177018,Serbia
1955,SRB,Rural grid cells,2.835269854469745,Serbia
1955,SRB,Urban cluster,2.4672577751125533,Serbia
1960,SRB,Urban centre,1.163326931341495,Serbia
1960,SRB,Rural grid cells,2.861188219410512,Serbia
1960,SRB,Urban cluster,2.527315849247994,Serbia
1965,SRB,Urban centre,1.3432678044342496,Serbia
1965,SRB,Rural grid cells,2.8889563644619103,Serbia
1965,SRB,Urban cluster,2.6385438311038394,Serbia
1970,SRB,Urban centre,1.5306787030429885,Serbia
1970,SRB,Rural grid cells,2.9018832773475856,Serbia
1970,SRB,Urban cluster,2.7356360196094256,Serbia
1975,SRB,Urban centre,1.7247401497312538,Serbia
1975,SRB,Rural grid cells,2.9019903150513024,Serbia
1975,SRB,Urban cluster,2.8210975352174446,Serbia
1980,SRB,Urban centre,2.037446253777894,Serbia
1980,SRB,Rural grid cells,2.9350792245613038,Serbia
1980,SRB,Urban cluster,2.7813295216608016,Serbia
1985,SRB,Urban centre,2.2305060790044604,Serbia
1985,SRB,Rural grid cells,2.9493230999570583,Serbia
1985,SRB,Urban cluster,2.721550821038481,Serbia
1990,SRB,Urban centre,2.3037752089343337,Serbia
1990,SRB,Rural grid cells,2.9300458672226224,Serbia
1990,SRB,Urban cluster,2.7495939238430442,Serbia
1995,SRB,Urban centre,2.3711252716275064,Serbia
1995,SRB,Rural grid cells,2.907299874729254,Serbia
1995,SRB,Urban cluster,2.69706885364324,Serbia
2000,SRB,Urban centre,2.5183707652546614,Serbia
2000,SRB,Rural grid cells,2.8344077368107636,Serbia
2000,SRB,Urban cluster,2.5932844979345746,Serbia
2005,SRB,Urban centre,2.5825712809740415,Serbia
2005,SRB,Rural grid cells,2.7758523373494133,Serbia
2005,SRB,Urban cluster,2.490370381676545,Serbia
2010,SRB,Urban centre,2.6097009259680983,Serbia
2010,SRB,Rural grid cells,2.6980701083197753,Serbia
2010,SRB,Urban cluster,2.3625689657121263,Serbia
2015,SRB,Urban centre,2.6030425107868487,Serbia
2015,SRB,Rural grid cells,2.6071995481237358,Serbia
2015,SRB,Urban cluster,2.3223459410894147,Serbia
2020,SRB,Urban centre,2.6889272130077755,Serbia
2020,SRB,Rural grid cells,2.4993792385115663,Serbia
2020,SRB,Urban cluster,2.1957565484806576,Serbia
1950,SSD,Urban centre,0.1780625766266873,South Sudan
1950,SSD,Rural grid cells,2.169985285023115,South Sudan
1950,SSD,Urban cluster,0.12796713835019763,South Sudan
1955,SSD,Urban centre,0.21714800496020026,South Sudan
1955,SSD,Rural grid cells,2.293687028816135,South Sudan
1955,SSD,Urban cluster,0.16063396622366444,South Sudan
1960,SSD,Urban centre,0.2650835679333943,South Sudan
1960,SSD,Rural grid cells,2.42100469604346,South Sudan
1960,SSD,Urban cluster,0.20148673602314568,South Sudan
1965,SSD,Urban centre,0.3221881475015999,South Sudan
1965,SSD,Rural grid cells,2.5456507203304013,South Sudan
1965,SSD,Urban cluster,0.2515921321679987,South Sudan
1970,SSD,Urban centre,0.3797119244754461,South Sudan
1970,SSD,Rural grid cells,2.636915289737596,South Sudan
1970,SSD,Urban cluster,0.30482378578695835,South Sudan
1975,SSD,Urban centre,0.47817844178345464,South Sudan
1975,SSD,Rural grid cells,2.8014212091292174,South Sudan
1975,SSD,Urban cluster,0.39386734908732773,South Sudan
1980,SSD,Urban centre,0.5863209000215479,South Sudan
1980,SSD,Rural grid cells,3.0506398215387946,South Sudan
1980,SSD,Urban cluster,0.5047492784396574,South Sudan
1985,SSD,Urban centre,0.7678519869591048,South Sudan
1985,SSD,Rural grid cells,3.24757437558626,South Sudan
1985,SSD,Urban cluster,0.6367466374546346,South Sudan
1990,SSD,Urban centre,0.8876790190666595,South Sudan
1990,SSD,Rural grid cells,3.1570057637329163,South Sudan
1990,SSD,Urban cluster,0.6488682172004244,South Sudan
1995,SSD,Urban centre,1.0262472130348486,South Sudan
1995,SSD,Rural grid cells,3.3554122531807087,South Sudan
1995,SSD,Urban cluster,0.8553705337844426,South Sudan
2000,SSD,Urban centre,1.250612132020015,South Sudan
2000,SSD,Rural grid cells,3.558234044554681,South Sudan
2000,SSD,Urban cluster,1.168659823425304,South Sudan
2005,SSD,Urban centre,1.7398060543796385,South Sudan
2005,SSD,Rural grid cells,4.055970434647029,South Sudan
2005,SSD,Urban cluster,1.6884365109733321,South Sudan
2010,SSD,Urban centre,2.4274423829956673,South Sudan
2010,SSD,Rural grid cells,4.440739685972511,South Sudan
2010,SSD,Urban cluster,2.560200931031822,South Sudan
2015,SSD,Urban centre,3.281230949552306,South Sudan
2015,SSD,Rural grid cells,4.411267832553444,South Sudan
2015,SSD,Urban cluster,3.439573217894249,South Sudan
2020,SSD,Urban centre,3.3200357511559844,South Sudan
2020,SSD,Rural grid cells,3.686408292485741,South Sudan
2020,SSD,Urban cluster,3.5389969563582744,South Sudan
1950,STP,Rural grid cells,0.008618696339527056,São Tomé & Príncipe
1950,STP,Urban cluster,0.05180730366047294,São Tomé & Príncipe
1955,STP,Rural grid cells,0.01036861084193744,São Tomé & Príncipe
1955,STP,Urban cluster,0.05460038915806255,São Tomé & Príncipe
1960,STP,Rural grid cells,0.012476296706643129,São Tomé & Príncipe
1960,STP,Urban cluster,0.055324703293356876,São Tomé & Príncipe
1965,STP,Rural grid cells,0.014917786270816259,São Tomé & Príncipe
1965,STP,Urban cluster,0.056427213729183745,São Tomé & Príncipe
1970,STP,Rural grid cells,0.01769509110452224,São Tomé & Príncipe
1970,STP,Urban cluster,0.05905490889547776,São Tomé & Príncipe
1975,STP,Rural grid cells,0.020885386790145143,São Tomé & Príncipe
1975,STP,Urban cluster,0.06418261320985487,São Tomé & Príncipe
1980,STP,Rural grid cells,0.021957747649074242,São Tomé & Príncipe
1980,STP,Urban cluster,0.07420925235092576,São Tomé & Príncipe
1985,STP,Rural grid cells,0.022760822319016622,São Tomé & Príncipe
1985,STP,Urban cluster,0.08271017768098338,São Tomé & Príncipe
1990,STP,Urban centre,0.055478478602552145,São Tomé & Príncipe
1990,STP,Rural grid cells,0.024816425293699797,São Tomé & Príncipe
1990,STP,Urban cluster,0.03859809610374806,São Tomé & Príncipe
1995,STP,Urban centre,0.06505943957874198,São Tomé & Príncipe
1995,STP,Rural grid cells,0.026264902829074104,São Tomé & Príncipe
1995,STP,Urban cluster,0.040564657592183924,São Tomé & Príncipe
2000,STP,Urban centre,0.07726541928930485,São Tomé & Príncipe
2000,STP,Rural grid cells,0.027713332493325537,São Tomé & Príncipe
2000,STP,Urban cluster,0.03781024821736961,São Tomé & Príncipe
2005,STP,Urban centre,0.08710226008066532,São Tomé & Príncipe
2005,STP,Rural grid cells,0.029999353669513545,São Tomé & Príncipe
2005,STP,Urban cluster,0.04257438624982113,São Tomé & Príncipe
2010,STP,Urban centre,0.09933388115703717,São Tomé & Príncipe
2010,STP,Rural grid cells,0.03277096264842268,São Tomé & Príncipe
2010,STP,Urban cluster,0.048069156194540164,São Tomé & Príncipe
2015,STP,Urban centre,0.11396692552839482,São Tomé & Príncipe
2015,STP,Rural grid cells,0.03522153087985866,São Tomé & Príncipe
2015,STP,Urban cluster,0.05015454359174651,São Tomé & Príncipe
2020,STP,Urban centre,0.13436913898316616,São Tomé & Príncipe
2020,STP,Rural grid cells,0.03580088942810799,São Tomé & Príncipe
2020,STP,Urban cluster,0.046051971588725836,São Tomé & Príncipe
1950,SUR,Rural grid cells,0.11285778161228079,Suriname
1950,SUR,Urban cluster,0.08066721838771922,Suriname
1955,SUR,Rural grid cells,0.12187371692047083,Suriname
1955,SUR,Urban cluster,0.10168128307952916,Suriname
1960,SUR,Urban centre,0.05216455820105386,Suriname
1960,SUR,Rural grid cells,0.13210201110206998,Suriname
1960,SUR,Urban cluster,0.07944943069687616,Suriname
1965,SUR,Urban centre,0.07113166096553317,Suriname
1965,SUR,Rural grid cells,0.14291011848085394,Suriname
1965,SUR,Urban cluster,0.10159222055361287,Suriname
1970,SUR,Urban centre,0.09466786994438135,Suriname
1970,SUR,Rural grid cells,0.1524571588350471,Suriname
1970,SUR,Urban cluster,0.12663197122057154,Suriname
1975,SUR,Urban centre,0.10616670328548826,Suriname
1975,SUR,Rural grid cells,0.15516196510233365,Suriname
1975,SUR,Urban cluster,0.13213233161217808,Suriname
1980,SUR,Urban centre,0.14384122599580676,Suriname
1980,SUR,Rural grid cells,0.13940727481935256,Suriname
1980,SUR,Urban cluster,0.09168049918484067,Suriname
1985,SUR,Urban centre,0.1545742694019652,Suriname
1985,SUR,Rural grid cells,0.13976521654691423,Suriname
1985,SUR,Urban cluster,0.09022951405112063,Suriname
1990,SUR,Urban centre,0.16588229537215107,Suriname
1990,SUR,Rural grid cells,0.1507047304833163,Suriname
1990,SUR,Urban cluster,0.09461697414453259,Suriname
1995,SUR,Urban centre,0.18060356577717326,Suriname
1995,SUR,Rural grid cells,0.15679739481913843,Suriname
1995,SUR,Urban cluster,0.09233103940368834,Suriname
2000,SUR,Urban centre,0.1987681084099437,Suriname
2000,SUR,Rural grid cells,0.1742581662384587,Suriname
2000,SUR,Urban cluster,0.10174372535159759,Suriname
2005,SUR,Urban centre,0.2110540399505502,Suriname
2005,SUR,Rural grid cells,0.18225216897801522,Suriname
2005,SUR,Urban cluster,0.12004979107143458,Suriname
2010,SUR,Urban centre,0.2290817611109634,Suriname
2010,SUR,Rural grid cells,0.17880391079856595,Suriname
2010,SUR,Urban cluster,0.1351423280904707,Suriname
2015,SUR,Urban centre,0.23189609157149085,Suriname
2015,SUR,Rural grid cells,0.17774406703857853,Suriname
2015,SUR,Urban cluster,0.16288984138993057,Suriname
2020,SUR,Urban centre,0.2463675719826489,Suriname
2020,SUR,Rural grid cells,0.1722327924871797,Suriname
2020,SUR,Urban cluster,0.1852046355301714,Suriname
1950,SVK,Urban centre,0.47052203632282974,Slovakia
1950,SVK,Rural grid cells,1.8069704273973268,Slovakia
1950,SVK,Urban cluster,1.1608935362798432,Slovakia
1955,SVK,Urban centre,0.5454266674347054,Slovakia
1955,SVK,Rural grid cells,1.903142745919323,Slovakia
1955,SVK,Urban cluster,1.3126895866459716,Slovakia
1960,SVK,Urban centre,0.6255595973739787,Slovakia
1960,SVK,Rural grid cells,1.9961581021404975,Slovakia
1960,SVK,Urban cluster,1.4719403004855236,Slovakia
1965,SVK,Urban centre,0.6879411128846467,Slovakia
1965,SVK,Rural grid cells,2.0690990334999295,Slovakia
1965,SVK,Urban cluster,1.5872158536154244,Slovakia
1970,SVK,Urban centre,0.727572220174376,Slovakia
1970,SVK,Rural grid cells,2.124166251652107,Slovakia
1970,SVK,Urban cluster,1.6548105281735175,Slovakia
1975,SVK,Urban centre,0.7764906364660591,Slovakia
1975,SVK,Rural grid cells,2.184797658644189,Slovakia
1975,SVK,Urban cluster,1.7515867048897515,Slovakia
1980,SVK,Urban centre,0.8464773666469076,Slovakia
1980,SVK,Rural grid cells,2.254349570641604,Slovakia
1980,SVK,Urban cluster,1.853834062711488,Slovakia
1985,SVK,Urban centre,0.8897683293727662,Slovakia
1985,SVK,Rural grid cells,2.3052034431788178,Slovakia
1985,SVK,Urban cluster,1.9361972274484165,Slovakia
1990,SVK,Urban centre,0.9335084678901061,Slovakia
1990,SVK,Rural grid cells,2.3381617387552396,Slovakia
1990,SVK,Urban cluster,1.9822497933546548,Slovakia
1995,SVK,Urban centre,0.9288804701508071,Slovakia
1995,SVK,Rural grid cells,2.3832761249410295,Slovakia
1995,SVK,Urban cluster,2.0337684049081624,Slovakia
2000,SVK,Urban centre,0.9603199793878144,Slovakia
2000,SVK,Rural grid cells,2.4118672297659094,Slovakia
2000,SVK,Urban cluster,2.0040407908462767,Slovakia
2005,SVK,Urban centre,0.9468765968845072,Slovakia
2005,SVK,Rural grid cells,2.4350721497496064,Slovakia
2005,SVK,Urban cluster,1.9938132533658857,Slovakia
2010,SVK,Urban centre,0.9181604335601631,Slovakia
2010,SVK,Rural grid cells,2.47837275724552,Slovakia
2010,SVK,Urban cluster,1.997062809194317,Slovakia
2015,SVK,Urban centre,0.8352669626897868,Slovakia
2015,SVK,Rural grid cells,2.5215732323283464,Slovakia
2015,SVK,Urban cluster,2.0652798049818664,Slovakia
2020,SVK,Urban centre,0.8365536705743297,Slovakia
2020,SVK,Rural grid cells,2.535263018392819,Slovakia
2020,SVK,Urban cluster,2.0857353110328503,Slovakia
1950,SVN,Urban centre,0.153284419283988,Slovenia
1950,SVN,Rural grid cells,0.896191080338006,Slovenia
1950,SVN,Urban cluster,0.3887845003780059,Slovenia
1955,SVN,Urban centre,0.17194899248790854,Slovenia
1955,SVN,Rural grid cells,0.9230572478069187,Slovenia
1955,SVN,Urban cluster,0.4185947597051728,Slovenia
1960,SVN,Urban centre,0.19205304169605644,Slovenia
1960,SVN,Rural grid cells,0.9490142576659201,Slovenia
1960,SVN,Urban cluster,0.45136270063802375,Slovenia
1965,SVN,Urban centre,0.21084960173242925,Slovenia
1965,SVN,Rural grid cells,0.9701092524463785,Slovenia
1965,SVN,Urban cluster,0.4811641458211924,Slovenia
1970,SVN,Urban centre,0.23057838990142046,Slovenia
1970,SVN,Rural grid cells,0.9901885678961133,Slovenia
1970,SVN,Urban cluster,0.5140650422024661,Slovenia
1975,SVN,Urban centre,0.2506736264531144,Slovenia
1975,SVN,Rural grid cells,1.008597104974373,Slovenia
1975,SVN,Urban cluster,0.5496312685725127,Slovenia
1980,SVN,Urban centre,0.2691275285866292,Slovenia
1980,SVN,Rural grid cells,1.0236620444739457,Slovenia
1980,SVN,Urban cluster,0.6004844269394249,Slovenia
1985,SVN,Urban centre,0.2916070016963252,Slovenia
1985,SVN,Rural grid cells,1.0327045251422629,Slovenia
1985,SVN,Urban cluster,0.6246414731614119,Slovenia
1990,SVN,Urban centre,0.3071630067940862,Slovenia
1990,SVN,Rural grid cells,1.029224080474069,Slovenia
1990,SVN,Urban cluster,0.6469589127318449,Slovenia
1995,SVN,Urban centre,0.3093330016905151,Slovenia
1995,SVN,Rural grid cells,1.0249990055447191,Slovenia
1995,SVN,Urban cluster,0.6569839927647658,Slovenia
2000,SVN,Urban centre,0.303666794685098,Slovenia
2000,SVN,Rural grid cells,1.0218971207654126,Slovenia
2000,SVN,Urban cluster,0.6596190845494896,Slovenia
2005,SVN,Urban centre,0.3038453053109873,Slovenia
2005,SVN,Rural grid cells,1.0274857264411337,Slovenia
2005,SVN,Urban cluster,0.6693439682478791,Slovenia
2010,SVN,Urban centre,0.3161296899489235,Slovenia
2010,SVN,Rural grid cells,1.0353162912044305,Slovenia
2010,SVN,Urban cluster,0.6998450188466461,Slovenia
2015,SVN,Urban centre,0.31970899478649206,Slovenia
2015,SVN,Rural grid cells,1.0400306996437219,Slovenia
2015,SVN,Urban cluster,0.716431305569786,Slovenia
2020,SVN,Urban centre,0.33282430400887875,Slovenia
2020,SVN,Rural grid cells,1.0467091130949076,Slovenia
2020,SVN,Urban cluster,0.7367185828962138,Slovenia
1950,SWE,Urban centre,1.262190171378835,Sweden
1950,SWE,Rural grid cells,2.861200610023528,Sweden
1950,SWE,Urban cluster,2.862760218597637,Sweden
1955,SWE,Urban centre,1.391162493288532,Sweden
1955,SWE,Rural grid cells,2.910882348533055,Sweden
1955,SWE,Urban cluster,2.938316158178414,Sweden
1960,SWE,Urban centre,1.5188870663093093,Sweden
1960,SWE,Rural grid cells,2.9533131385691465,Sweden
1960,SWE,Urban cluster,3.000231795121545,Sweden
1965,SWE,Urban centre,1.6561045631654117,Sweden
1965,SWE,Rural grid cells,2.9928286806927313,Sweden
1965,SWE,Urban cluster,3.0748577561418577,Sweden
1970,SWE,Urban centre,1.8049962922343272,Sweden
1970,SWE,Rural grid cells,3.029594699364712,Sweden
1970,SWE,Urban cluster,3.1699850084009604,Sweden
1975,SWE,Urban centre,1.9321353431441772,Sweden
1975,SWE,Rural grid cells,3.0554982523235736,Sweden
1975,SWE,Urban cluster,3.2234154045322496,Sweden
1980,SWE,Urban centre,1.9351217189142904,Sweden
1980,SWE,Rural grid cells,3.1255228049467885,Sweden
1980,SWE,Urban cluster,3.243086476138921,Sweden
1985,SWE,Urban centre,1.959087844742335,Sweden
1985,SWE,Rural grid cells,3.1444493934520956,Sweden
1985,SWE,Urban cluster,3.276693761805569,Sweden
1990,SWE,Urban centre,1.9942309770016169,Sweden
1990,SWE,Rural grid cells,3.17315878359299,Sweden
1990,SWE,Urban cluster,3.358301239405393,Sweden
1995,SWE,Urban centre,2.084833711699088,Sweden
1995,SWE,Rural grid cells,3.154912021432035,Sweden
1995,SWE,Urban cluster,3.503689266868876,Sweden
2000,SWE,Urban centre,2.2920959730703125,Sweden
2000,SWE,Rural grid cells,3.10097415345715,Sweden
2000,SWE,Urban cluster,3.465722873472536,Sweden
2005,SWE,Urban centre,2.397210518951226,Sweden
2005,SWE,Rural grid cells,3.104274248429288,Sweden
2005,SWE,Urban cluster,3.525848232619486,Sweden
2010,SWE,Urban centre,2.654417448440346,Sweden
2010,SWE,Rural grid cells,3.108806545511554,Sweden
2010,SWE,Urban cluster,3.5763100060480992,Sweden
2015,SWE,Urban centre,2.9573729400895696,Sweden
2015,SWE,Rural grid cells,3.156954438610896,Sweden
2015,SWE,Urban cluster,3.683948621299534,Sweden
2020,SWE,Urban centre,3.39322084795539,Sweden
2020,SWE,Rural grid cells,3.212764630187399,Sweden
2020,SWE,Urban cluster,3.715428521857212,Sweden
1950,SWZ,Rural grid cells,0.23750165299353695,Eswatini
1950,SWZ,Urban cluster,0.030699347006463054,Eswatini
1955,SWZ,Rural grid cells,0.2661242717710207,Eswatini
1955,SWZ,Urban cluster,0.037296728228979246,Eswatini
1960,SWZ,Rural grid cells,0.29638484139705196,Eswatini
1960,SWZ,Urban cluster,0.04476215860294803,Eswatini
1965,SWZ,Rural grid cells,0.32951625203846524,Eswatini
1965,SWZ,Urban cluster,0.05367074796153479,Eswatini
1970,SWZ,Rural grid cells,0.3706691220777857,Eswatini
1970,SWZ,Urban cluster,0.0663178779222143,Eswatini
1975,SWZ,Rural grid cells,0.4187035941391484,Eswatini
1975,SWZ,Urban cluster,0.08315040586085158,Eswatini
1980,SWZ,Rural grid cells,0.48035345372262733,Eswatini
1980,SWZ,Urban cluster,0.10831554627737268,Eswatini
1985,SWZ,Rural grid cells,0.5328840287377654,Eswatini
1985,SWZ,Urban cluster,0.15562897126223468,Eswatini
1990,SWZ,Rural grid cells,0.6257198610187449,Eswatini
1990,SWZ,Urban cluster,0.21064013898125514,Eswatini
1995,SWZ,Urban centre,0.0728843181922181,Eswatini
1995,SWZ,Rural grid cells,0.6747436265169491,Eswatini
1995,SWZ,Urban cluster,0.1955140552908328,Eswatini
2000,SWZ,Urban centre,0.07865483901027304,Eswatini
2000,SWZ,Rural grid cells,0.7092096971937679,Eswatini
2000,SWZ,Urban cluster,0.23685746379595907,Eswatini
2005,SWZ,Urban centre,0.08237874774928033,Eswatini
2005,SWZ,Rural grid cells,0.7584033067880906,Eswatini
2005,SWZ,Urban cluster,0.22824694546262908,Eswatini
2010,SWZ,Urban centre,0.0863203866597473,Eswatini
2010,SWZ,Rural grid cells,0.7812801012804058,Eswatini
2010,SWZ,Urban cluster,0.22972251205984706,Eswatini
2015,SWZ,Urban centre,0.09020648133556629,Eswatini
2015,SWZ,Rural grid cells,0.8244942479990081,Eswatini
2015,SWZ,Urban cluster,0.21505327066542573,Eswatini
2020,SWZ,Rural grid cells,0.8924818449560239,Eswatini
2020,SWZ,Urban cluster,0.2817401550439761,Eswatini
1950,SXM,Rural grid cells,0.001398,Sint Maarten
1955,SXM,Rural grid cells,0.001914,Sint Maarten
1960,SXM,Rural grid cells,0.002539,Sint Maarten
1965,SXM,Rural grid cells,0.00398,Sint Maarten
1970,SXM,Rural grid cells,0.006022,Sint Maarten
1975,SXM,Rural grid cells,0.008601,Sint Maarten
1980,SXM,Rural grid cells,0.005080952366995188,Sint Maarten
1980,SXM,Urban cluster,0.0068110476330048115,Sint Maarten
1985,SXM,Rural grid cells,0.001459590242608724,Sint Maarten
1985,SXM,Urban cluster,0.016797409757391277,Sint Maarten
1990,SXM,Rural grid cells,0.0016292053529545205,Sint Maarten
1990,SXM,Urban cluster,0.025251794647045477,Sint Maarten
1995,SXM,Rural grid cells,0.0019290454438606606,Sint Maarten
1995,SXM,Urban cluster,0.029751954556139344,Sint Maarten
2000,SXM,Rural grid cells,0.0019303400344132763,Sint Maarten
2000,SXM,Urban cluster,0.02867165996558672,Sint Maarten
2005,SXM,Rural grid cells,0.0017181454675388884,Sint Maarten
2005,SXM,Urban cluster,0.029617854532461116,Sint Maarten
2010,SXM,Rural grid cells,0.0013193676748102286,Sint Maarten
2010,SXM,Urban cluster,0.031595632325189776,Sint Maarten
2015,SXM,Rural grid cells,0.0013546953495295565,Sint Maarten
2015,SXM,Urban cluster,0.03826730465047045,Sint Maarten
2020,SXM,Rural grid cells,8.497917310446097e-4,Sint Maarten
2020,SXM,Urban cluster,0.04247720826895539,Sint Maarten
